ItemNum,SubItemNum,ItemStartDate,ItemEndDate,Category,Group,SubGroup,SubHeading,ItemType,FeeType,ProviderType,NewItem,ItemChange,AnaesChange,DescriptorChange,FeeChange,EMSNChange,EMSNCap,BenefitType,BenefitStartDate,FeeStartDate,ScheduleFee,Benefit100,BasicUnits,EMSNStartDate,EMSNEndDate,EMSNFixedCapAmount,EMSNMaximumCap,EMSNPercentageCap,EMSNDescription,EMSNChangeDate,DescriptionStartDate,Description,QFEStartDate,QFEEndDate,DerivedFeeStartDate,DerivedFee,Benefit75,Benefit85,Anaes
147,,01.11.2007,,1,A28,,,S,N,,N,N,N,N,N,N,P,B,01.11.2007,01.07.2021,362.35,NA,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Professional attendance of more than 30 minutes in duration at a place other than consulting rooms or hospital by a consultant physician or specialist in the practice of the consultant physician's or specialist's specialty of geriatric medicine to review a management plan previously prepared by that consultant physician or specialist under items 141 or 145, if: (a) the review is initiated by the referring medical practitioner practising in general practice or a participating nurse practitioner; and (b) during the attendance: (i) the patient's health status is reassessed; and (ii) a management plan that was prepared under item 141 or 145 is reviewed and revised; and (iii) the revised management plan is explained to the patient and (if appropriate) the patient's family and any carers and communicated in writing to the referring practitioner; and (c) an attendance to which item 104, 105, 107, 108, 110, 116 or 119 applies has not been provided to the patient on the same day by the same practitioner; and (d) an attendance to which item 141 or 145 applies has been provided to the patient by the same practitioner in the preceding 12 months; and (e) an attendance to which this item or 143 applies has not been provided by the same practitioner in the preceding 12 months, unless there has been a significant change in the patient's clinical condition or care circumstances that requires a further review
",,,NA,NA,NA,308.00,NA
160,,01.02.1984,,1,A5,,1,S,N,,N,N,N,N,N,N,P,D,01.11.2004,01.07.2021,230.50,230.50,,01.11.2012,,,500.00,300.00,,,01.07.2018,"Professional attendance by a general practitioner, specialist or consultant physician for a period of not less than 1 hour but less than 2 hours (other than a service to which another item applies) on a patient in imminent danger of death
",,,NA,NA,172.90,NA,NA
161,,01.02.1984,,1,A5,,1,S,N,,N,N,N,N,N,N,P,D,01.11.2004,01.07.2021,384.15,384.15,,01.11.2012,,,500.00,300.00,,,01.07.2018,"Professional attendance by a general practitioner, specialist or consultant physician for a period of not less than 2 hours but less than 3 hours (other than a service to which another item applies) on a patient in imminent danger of death
",,,NA,NA,288.15,NA,NA
162,,01.02.1984,,1,A5,,1,S,N,,N,N,N,N,N,N,P,D,01.11.2004,01.07.2021,537.55,537.55,,01.11.2012,,,500.00,300.00,,,01.07.2018,"Professional attendance by a general practitioner, specialist or consultant physician for a period of not less than 3 hours but less than 4 hours (other than a service to which another item applies) on a patient in imminent danger of death
",,,NA,NA,403.20,NA,NA
163,,01.02.1984,,1,A5,,1,S,N,,N,N,N,N,N,N,P,D,01.11.2004,01.07.2021,691.50,691.50,,01.11.2012,,,500.00,300.00,,,01.07.2018,"Professional attendance by a general practitioner, specialist or consultant physician for a period of not less than 4 hours but less than 5 hours (other than a service to which another item applies) on a patient in imminent danger of death
",,,NA,NA,518.65,NA,NA
164,,01.02.1984,,1,A5,,1,S,N,,N,N,N,N,N,N,P,D,01.11.2004,01.07.2021,768.30,768.30,,01.11.2012,,,500.00,300.00,,,01.07.2018,"Professional attendance by a general practitioner, specialist or consultant physician for a period of 5 hours or more (other than a service to which another item applies) on a patient in imminent danger of death
",,,NA,NA,576.25,NA,NA
170,,01.08.1987,,1,A6,,,S,N,,N,N,N,N,N,N,P,D,01.11.2004,01.07.2021,122.35,122.35,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Professional attendance for the purpose of group therapy of not less than 1 hour in duration given under the direct continuous supervision of a general practitioner, specialist or consultant physician (other than a consultant physician in the practice of the consultant physician's specialty of psychiatry) involving members of a family and persons with close personal relationships with that family-each group of 2 patients
",,,NA,NA,91.80,NA,NA
171,,01.08.1987,,1,A6,,,S,N,,N,N,N,N,N,N,P,D,01.11.2004,01.07.2021,128.90,128.90,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Professional attendance for the purpose of group therapy of not less than 1 hour in duration given under the direct continuous supervision of a general practitioner, specialist or consultant physician (other than a consultant physician in the practice of the consultant physician's specialty of psychiatry) involving members of a family and persons with close personal relationships with that family-each group of 3 patients
",,,NA,NA,96.70,NA,NA
172,,01.08.1987,,1,A6,,,S,N,,N,N,N,N,N,N,P,D,01.11.2004,01.07.2021,156.80,156.80,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Professional attendance for the purpose of group therapy of not less than 1 hour in duration given under the direct continuous supervision of a general practitioner, specialist or consultant physician (other than a consultant physician in the practice of the consultant physician's specialty of psychiatry) involving members of a family and persons with close personal relationships with that family-each group of 4 or more patients
",,,NA,NA,117.60,NA,NA
173,,01.12.1991,,1,A7,1,,S,N,,N,N,N,N,N,N,P,D,01.01.2005,01.11.1994,21.65,21.65,,01.11.2012,,,500.00,300.00,,,01.05.2010,"Professional attendance at which acupuncture is performed by a medical practitioner by application of stimuli on or through the surface of the skin by any means, including any consultation on the same occasion and another attendance on the same day related to the condition for which the acupuncture was performed
",,,NA,NA,16.25,NA,NA
177,,01.04.2019,,1,A7,5,,D,N,,N,N,N,N,N,N,P,E,01.11.2019,01.07.2021,60.60,60.60,,01.04.2019,,,500.00,300.00,,,01.07.2021,"Professional attendance on a patient who is 30 years of age or overfor a heart health assessment by amedical practitioner at consulting rooms(other than a specialist or consultant physician) lasting at least 20 minutes and including: collection of relevant information, including taking a patient history; and a basic physical examination, which must include recording blood pressure and cholesterol; and initiating interventions and referrals as indicated; and implementing a management plan; and providing the patient with preventative health care advice and information.
",,,NA,NA,NA,NA,NA
179,,01.07.2018,,1,A7,2,,D,N,,N,N,N,N,N,N,P,E,01.07.2018,01.07.2021,14.30,14.30,,01.07.2018,,,500.00,300.00,,,01.07.2018,"Professional attendance at consulting rooms of not more than 5 minutes in duration (other than a service to which any other item applies)—each attendance, by a medical practitioner in an eligible area.
",,,NA,NA,NA,NA,NA
181,,01.07.2018,,1,A7,2,,D,D,,N,N,N,N,N,N,P,E,01.07.2018,NA,NA,NA,,01.07.2018,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount",,01.07.2018,"Professional attendance (other than an attendance at consulting rooms or a residential aged care facility or a service to which any other item in the table applies), not more than 5 minutes in duration—an attendance on one or more patients at one place on one occasion—each patient, by a medical practitioner in an eligible area
",,,01.07.2021,"The fee for item 179, plus $21.90 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 179 plus $1.70 per patient.",NA,NA,NA
185,,01.07.2018,,1,A7,2,,D,N,,N,N,N,N,N,N,P,E,01.07.2018,01.07.2021,31.30,31.30,,01.07.2018,,,500.00,300.00,,,01.07.2018,"Professional attendance at consulting rooms of more than 5 minutes in duration but not more than 25 minutes (other than a service to which any other item applies)—each attendance, by a medical practitioner in an eligible area
",,,NA,NA,NA,NA,NA
187,,01.07.2018,,1,A7,2,,D,D,,N,N,N,N,N,N,P,E,01.07.2018,NA,NA,NA,,01.07.2018,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount",,01.07.2018,"Professional attendance (other than an attendance at consulting rooms or a residential aged care facility or a service to which any other item in the table applies) of more than 5 minutes in duration but not more than 25 minutes—an attendance on one or more patients at one place on one occasion—each patient, by a medical practitioner in an eligible area
",,,01.07.2021,"The fee for item 185, plus $21.90 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 185 plus $1.70 per patient.",NA,NA,NA
189,,01.07.2018,,1,A7,2,,D,N,,N,N,N,N,N,N,P,E,01.07.2018,01.07.2021,60.60,60.60,,01.07.2018,,,500.00,300.00,,,01.07.2018,"Professional attendance at consulting rooms of more than 25 minutes in duration but not more than 45 minutes (other than a service to which any other item applies)—each attendance, by a medical practitioner in an eligible area
",,,NA,NA,NA,NA,NA
191,,01.07.2018,,1,A7,2,,D,D,,N,N,N,N,N,N,P,E,01.07.2018,NA,NA,NA,,01.07.2018,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount",,01.07.2018,"Professional attendance (other than an attendance at consulting rooms or a residential aged care facility or a service to which any other item in the table applies) of more than 25 minutes in duration but not more than 45 minutes—an attendance on one or more patients at one place on one occasion—each patient, by a medical practitioner in an eligible area
",,,01.07.2021,"The fee for item 189, plus $21.90 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 189 plus $1.70 per patient.",NA,NA,NA
193,,01.11.1998,,1,A7,1,,S,N,,N,N,N,N,N,N,P,E,01.11.2004,01.07.2021,38.55,38.55,,01.11.2012,,,500.00,300.00,,,01.05.2010,"Professional attendance by a general practitioner who is a qualified medical acupuncturist, at a place other than a hospital, lasting less than 20 minutes and including any of the following that are clinically relevant: (a) taking a patient history; (b) performing a clinical examination; (c) arranging any necessary investigation; (d) implementing a management plan; (e) providing appropriate preventive health care; for one or more health-related issues, with appropriate documentation, at which acupuncture is performed by the qualified medical acupuncturist by the application of stimuli on or through the skin by any means, including any consultation on the same occasion and another attendance on the same day related to the condition for which the acupuncture is performed
",,,NA,NA,NA,NA,NA
